0.00000000 0.09210961 0.02391451 0.00149000
0.00592067 0.09509227 0.02391146 0.00149000
0.01496624 0.09960005 0.02391414 0.00149000
0.02403352 0.10406394 0.02388359 0.00149000
0.03308839 0.10855309 0.02390876 0.00149000
0.04259283 0.11328668 0.02385496 0.00149000
0.05205981 0.11809402 0.02374888 0.00149000
0.06152666 0.12290296 0.02376712 0.00149000
0.07104067 0.12761812 0.02374223 0.00149000
0.08057534 0.13229150 0.02370949 0.00149000
0.08959092 0.13681950 0.02365112 0.00149000
0.09858332 0.14139389 0.02366937 0.00149000
0.10761085 0.14587943 0.02408586 0.00149000
0.11661345 0.15041668 0.02448289 0.00149000
0.12559598 0.15499443 0.02487121 0.00149000
0.13466874 0.15958283 0.02477092 0.00149000
0.14376588 0.16411845 0.02454745 0.00149000
0.15285252 0.16867856 0.02440885 0.00149000
0.16195519 0.17320645 0.02426419 0.00149000
0.17103097 0.17778586 0.02406144 0.00149000
0.18043969 0.18254663 0.02401664 0.00149000
0.18988035 0.18724370 0.02406846 0.00149000
0.19927500 0.19203240 0.02405072 0.00149000
0.20866547 0.19682934 0.02405507 0.00149000
0.21806619 0.20160618 0.02404262 0.00149000
0.22678150 0.20591294 0.02423006 0.00149000
0.23545908 0.21028859 0.02453545 0.00149000
0.24417336 0.21459002 0.02485002 0.00149000
0.25285239 0.21896750 0.02507749 0.00149000
0.26153728 0.22333212 0.02532625 0.00149000
0.26954985 0.22737837 0.02549311 0.00149000
0.27758412 0.23137931 0.02570277 0.00149000
0.28558330 0.23544943 0.02592069 0.00149000
0.29360266 0.23947724 0.02617755 0.00149000
0.30164614 0.24345964 0.02638158 0.00149000
0.30966184 0.24749382 0.02665020 0.00149000
0.31907952 0.25222734 0.02684258 0.00149000
0.32851701 0.25692082 0.02704174 0.00149000
0.33794832 0.26162779 0.02720825 0.00149000
0.34737915 0.26633605 0.02736069 0.00149000
0.34843525 0.27279335 0.02690533 0.00149000
0.35677935 0.27609316 0.02581862 0.00149000
0.36517831 0.27917931 0.02516895 0.00149000
0.37359658 0.28207542 0.02466768 0.00149000
0.38183038 0.28462058 0.02177150 0.00149000
0.39013006 0.28872113 0.01996008 0.00149000
0.39861762 0.29254542 0.02177763 0.00149000
0.40708630 0.29700119 0.02309511 0.00149000
0.41555564 0.30134724 0.02476387 0.00149000
0.42401058 0.30594469 0.02595159 0.00149000
0.43241751 0.31006570 0.02452883 0.00149000
0.44082931 0.31410811 0.02378254 0.00149000
0.44921829 0.32056290 0.02411043 0.00149000
0.45759825 0.32710478 0.02445581 0.00149000
0.46607275 0.33238388 0.02572675 0.00149000
0.47458685 0.33780222 0.02741467 0.00149000
0.48313012 0.34327700 0.02991284 0.00149000
0.49270124 0.34752883 0.02961783 0.00149000
0.50229461 0.35187111 0.03047681 0.00149000
0.51211131 0.35547847 0.02764889 0.00149000
0.52199854 0.35826854 0.02445429 0.00149000
0.53186858 0.36091579 0.02151019 0.00149000
0.54127953 0.36366507 0.02115077 0.00149000
0.55071158 0.36606163 0.02044213 0.00149000
0.56015040 0.36996118 0.02313835 0.00149000
0.56964322 0.37427066 0.02618082 0.00149000
0.57917271 0.37937731 0.03016838 0.00149000
0.58818131 0.38481155 0.03361888 0.00149000
0.59713557 0.39088988 0.03714489 0.00149000
